('https://image1.ljcdn.com/440100-inspection/6b573c3a-c4c0-4c40-b022-71347142fc48.jpg.296x216.jpg', '凤凰城凤仪苑经典四房', '碧桂园凤凰城凤仪苑  | 4室2厅 | 136.93平米 | 东北 | 精装 | 无电梯', '高楼层(共6层)2002年建塔楼  -  凤凰城', '280万', '单价20449元/平米')
('https://image1.ljcdn.com/440100-inspection/test-2a65d333-1bb5-4c44-a8f0-a31f6493e3e0.png.296x216.jpg', '森林半岛 安静望花园', '翡翠绿洲森林半岛  | 2室2厅 | 90.31平米 | 西 | 其他 | 有电梯', '低楼层(共17层)2011年建塔楼  -  凤凰城', '228万', '单价25247元/平米')
('https://image1.ljcdn.com/440100-inspection/f28813c9-8fee-47e7-916f-df21a5000974.jpg.296x216.jpg', '翡翠绿洲  湖翠苑 大四房', '翡翠绿洲湖翠苑  | 4室2厅 | 246.21平米 | 南 北 | 其他 | 有电梯', '中楼层(共24层)2011年建塔楼  -  凤凰城', '560万', '单价22745元/平米')
('https://image1.ljcdn.com/440100-inspection/ee627206-992c-4c6f-87b5-2c1bd182ddd0.jpg.296x216.jpg', '锦绣新天地 精装两房 望小区园景 家私全送 拎包入住', '锦绣新天地  | 2室2厅 | 75.32平米 | 北 | 其他 | 有电梯', '低楼层(共16层)2011年建塔楼  -  新塘', '165万', '单价21907元/平米')
('https://image1.ljcdn.com/440100-inspection/a79b5af0-5b4b-4445-8335-b444c3352759.jpg.296x216.jpg', '凤凰城凤晴苑 单室过两年 精装保养新 笋', '碧桂园凤凰城凤晴苑  | 1室1厅 | 52.85平米 | 南 | 精装 | 有电梯', '中楼层(共28层)2002年建塔楼  -  凤凰城', '126万', '单价23842元/平米')
('https://image1.ljcdn.com/440100-inspection/test-14951fda-a6c5-4f76-a609-2213edda2715.png.296x216.jpg', '凤岭苑 南北通透 宽敞三房 适中楼层', '碧桂园凤凰城凤岭苑  | 3室2厅 | 121.2平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2002年建塔楼  -  凤凰城', '285万', '单价23515元/平米')
('https://image1.ljcdn.com/440100-inspection/88cee69f-39f0-46e9-b7f2-6763fc7d3b1f.jpg.296x216.jpg', '新康花园 3室2厅 200万', '新康花园  | 3室2厅 | 107.26平米 | 北 | 其他 | 无电梯', '中楼层(共7层)板楼  -  新塘', '200万', '单价18647元/平米')
('https://image1.ljcdn.com/440100-inspection/08a90785-55c0-44a0-847c-701f8fe01371.jpg.296x216.jpg', '新塘新世界花园嘉乐苑 2室2厅 165万', '新塘新世界花园嘉乐苑  | 2室2厅 | 78.54平米 | 北 | 简装 | 无电梯', '高楼层(共6层)塔楼  -  新塘', '165万', '单价21009元/平米')
('https://image1.ljcdn.com/440100-inspection/test-c67abed1-0deb-41dc-a2cc-5425db874a8d.png.296x216.jpg', '精装3房 带车位 户型方正 通风对流', '碧桂园凤凰城凤馨苑  | 3室2厅 | 97.09平米 | 北 | 精装 | 有电梯', '中楼层(共11层)2002年建塔楼  -  凤凰城', '250万', '单价25750元/平米')
('https://image1.ljcdn.com/440100-inspection/test-4afb8e63-cbf1-4231-a6cb-21bf8eb4cd58.png.296x216.jpg', '凤凰城凤馨苑南精装三房 过五年唯一', '碧桂园凤凰城凤馨苑  | 3室2厅 | 99.45平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2002年建塔楼  -  凤凰城', '245万', '单价24636元/平米')
('https://image1.ljcdn.com/440100-inspection/test-57aa8b4e-9306-42d4-9a4a-32ad717096d6.png.296x216.jpg', '凤馨苑高层东向三房 带入户花园 保养新 单边位', '碧桂园凤凰城凤馨苑  | 3室2厅 | 100.28平米 | 东 | 精装 | 有电梯', '中楼层(共18层)2002年建塔楼  -  凤凰城', '255万', '单价25429元/平米')
('https://image1.ljcdn.com/440100-inspection/test-6235bdb4-bf48-4ba1-b803-f4fb675e9b6f.png.296x216.jpg', '翡翠森林半岛 满两年 东南向 精装三房', '翡翠绿洲森林半岛  | 3室2厅 | 98.28平米 | 东南 | 精装 | 有电梯', '中楼层(共21层)2011年建塔楼  -  凤凰城', '280万', '单价28491元/平米')
('https://image1.ljcdn.com/440100-inspection/test-8d630d4f-62e5-4b9b-ac9f-983662f4b79d.png.296x216.jpg', '翡翠绿洲湖绣苑 2室2厅 240万', '翡翠绿洲湖绣苑  | 2室2厅 | 95.9平米 | 南 | 其他 | 有电梯', '中楼层(共21层)2011年建塔楼  -  凤凰城', '240万', '单价25027元/平米')
('https://image1.ljcdn.com/440100-inspection/test-cb6aa623-02ce-409c-b0ee-3c87421dc2fc.png.296x216.jpg', '凤馨苑  三房 单边位  满两年', '碧桂园凤凰城凤馨苑  | 3室2厅 | 92.45平米 | 北 | 精装 | 无电梯', '中楼层(共6层)2002年建塔楼  -  凤凰城', '225万', '单价24338元/平米')
('https://image1.ljcdn.com/440100-inspection/test-97fb83ff-4b70-47e7-92c9-caf355a1e963.png.296x216.jpg', '凤馨苑 保养好 舒适两房 带车位 家电配套齐全', '碧桂园凤凰城凤馨苑  | 2室2厅 | 98平米 | 北 | 精装 | 有电梯', '高楼层(共11层)2002年建塔楼  -  凤凰城', '255万', '单价26021元/平米')
('https://image1.ljcdn.com/440100-inspection/test-bbdf25c4-d7b5-4e1b-ab35-cf20005a5581.png.296x216.jpg', '证满两年 三房两厅 送家私电器', '碧桂园凤凰城凤馨苑  | 3室2厅 | 93.51平米 | 北 | 精装 | 无电梯', '中楼层(共6层)2002年建塔楼  -  凤凰城', '220万', '单价23527元/平米')
('https://image1.ljcdn.com/440100-inspection/test-a8f1737c-8cbe-4b34-8812-d5fe84ddabd0.png.296x216.jpg', '碧桂园凤凰城凤馨苑 2室2厅 230万', '碧桂园凤凰城凤馨苑  | 2室2厅 | 92平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2002年建塔楼  -  凤凰城', '230万', '单价25000元/平米')
('https://image1.ljcdn.com/440100-inspection/test-0afb41ad-fcca-4dae-9699-da559f1108f1.png.296x216.jpg', '翡翠绿洲 森林半岛 精装两居室', '翡翠绿洲森林半岛  | 2室2厅 | 92.63平米 | 西 | 精装 | 有电梯', '中楼层(共25层)2011年建塔楼  -  凤凰城', '218万', '单价23535元/平米')
('https://image1.ljcdn.com/440100-inspection/test-d311586e-67bc-48a0-89b9-bc4e46bade73.png.296x216.jpg', '翡翠绿洲  森林半岛   方正两房', '翡翠绿洲森林半岛  | 2室2厅 | 90平米 | 北 | 其他 | 有电梯', '低楼层(共14层)2011年建塔楼  -  凤凰城', '208万', '单价23112元/平米')
('https://image1.ljcdn.com/440100-inspection/test-c4475d88-7d33-47cf-8539-1d9ac7f1f892.png.296x216.jpg', '翡翠绿洲  高层精装可改三房  满两年  看房方便', '翡翠绿洲森林半岛  | 2室2厅 | 93.96平米 | 东 西 | 精装 | 有电梯', '高楼层(共24层)2011年建塔楼  -  凤凰城', '223万', '单价23734元/平米')
('https://image1.ljcdn.com/440100-inspection/8466c356-d155-4cc3-b5bf-6fd23f44f4a4.jpg.296x216.jpg', '碧桂园凤凰城凤馨苑 3室2厅 255万', '碧桂园凤凰城凤馨苑  | 3室2厅 | 93.13平米 | 北 | 简装 | 有电梯', '高楼层(共18层)2002年建塔楼  -  凤凰城', '255万', '单价27382元/平米')
('https://image1.ljcdn.com/440100-inspection/c0db0c75-8fae-40af-9d75-93f760bfd97e.jpg.296x216.jpg', '碧桂园凤凰城凤妍苑 3室2厅 250万', '碧桂园凤凰城凤妍苑  | 3室2厅 | 94.11平米 | 西北 | 其他 | 有电梯', '中楼层(共18层)2002年建塔楼  -  凤凰城', '250万', '单价26565元/平米')
('https://image1.ljcdn.com/440100-inspection/935bcdd9-f021-4cf3-b6b3-40d068f72b5c.jpg.296x216.jpg', '南向看花园 高楼层 精装修 视野无遮挡 采光很好', '汇东国际花园  | 3室2厅 | 99.25平米 | 南 | 其他 | 有电梯', '中楼层(共28层)2016年建塔楼  -  新塘', '255万', '单价25693元/平米')
('https://image1.ljcdn.com/440100-inspection/test-087bd815-02b3-4c9b-8369-5b4cb8fa029e.png.296x216.jpg', '凤凰城凤馨苑精装南向两房 位置安静', '碧桂园凤凰城凤馨苑  | 2室2厅 | 84.73平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2002年建塔楼  -  凤凰城', '198万', '单价23369元/平米')
('https://image1.ljcdn.com/440100-inspection/test-4e981685-1844-4543-8d56-7430e3709770.png.296x216.jpg', '新世界花园 嘉乐苑 南向大三房 户型方正实用', '新塘新世界花园嘉乐苑  | 3室2厅 | 106.14平米 | 南 | 简装 | 无电梯', '高楼层(共6层)塔楼  -  新塘', '198万', '单价18655元/平米')
('https://image1.ljcdn.com/440100-inspection/81b01615-54db-4274-a6a3-13bb3e3e24f4.jpg.296x216.jpg', '凤凰城凤锦苑 精致三房', '碧桂园凤凰城凤锦苑  | 3室2厅 | 136.45平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)2002年建塔楼  -  凤凰城', '390万', '单价28582元/平米')
('https://image1.ljcdn.com/440100-inspection/test-2f117621-3263-43d4-b0c9-e124894c5b2f.png.296x216.jpg', '现代城市花园 3室2厅 268万', '现代城市花园  | 3室2厅 | 107.05平米 | 北 | 其他 | 有电梯', '中楼层(共18层)塔楼  -  新塘', '268万', '单价25036元/平米')
('https://image1.ljcdn.com/440100-inspection/test-6f2ceaa1-fb54-4fbc-a832-427828cbd732.png.296x216.jpg', '碧桂园凤凰城凤馨苑 3室2厅 240万', '碧桂园凤凰城凤馨苑  | 3室2厅 | 92.46平米 | 西 | 其他 | 有电梯', '高楼层(共18层)2002年建塔楼  -  凤凰城', '240万', '单价25958元/平米')
('https://image1.ljcdn.com/440100-inspection/test-36ed3b1b-39a3-429b-8be3-354866502a6a.png.296x216.jpg', '凤馨苑 精装南向3房 带家私家电和车位', '碧桂园凤凰城凤馨苑  | 3室2厅 | 97.61平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2002年建塔楼  -  凤凰城', '255万', '单价26125元/平米')
('https://image1.ljcdn.com/440100-inspection/4e9cadc3-83ef-40dc-92e4-7c967f7cb4e8.jpg.296x216.jpg', '森林半岛 阳光常年光顾 安静望花园', '翡翠绿洲森林半岛  | 2室2厅 | 87.74平米 | 西 | 精装 | 有电梯', '高楼层(共24层)2011年建塔楼  -  凤凰城', '206万', '单价23479元/平米')
('https://image1.ljcdn.com/440100-inspection/20150547-0650-4814-a49b-75f10b7a5ef5.jpg.296x216.jpg', '金泽 超舒适大四房 改善客户的理想选择', '金泽豪庭  | 4室2厅 | 133.45平米 | 南 | 精装 | 有电梯', '中楼层(共27层)2009年建塔楼  -  新塘', '300万', '单价22481元/平米')
('https://image1.ljcdn.com/440100-inspection/b3406fce-8575-469a-a7f7-754443fa75e6.jpg.296x216.jpg', '金泽豪庭 精装两房 户型方正 高楼层', '金泽豪庭  | 2室2厅 | 81.97平米 | 北 | 其他 | 有电梯', '中楼层(共27层)2009年建塔楼  -  新塘', '213万', '单价25986元/平米')
('https://image1.ljcdn.com/440100-inspection/9f081872-dea5-4701-9954-17dab93dcc72.jpg.296x216.jpg', '凤凰城凤馨苑 高层 三房双卫 设计精良', '碧桂园凤凰城凤馨苑  | 3室2厅 | 93平米 | 北 | 精装 | 有电梯', '高楼层(共18层)2002年建塔楼  -  凤凰城', '218万', '单价23441元/平米')
('https://image1.ljcdn.com/440100-inspection/test-e9b3f76d-9c94-4665-8bf2-ba04521b4798.png.296x216.jpg', '翡翠绿洲 森林半岛 东西对流 精装两房', '翡翠绿洲森林半岛  | 3室2厅 | 89.93平米 | 东 西 | 其他 | 有电梯', '低楼层(共14层)2011年建塔楼  -  凤凰城', '217万', '单价24130元/平米')
('https://image1.ljcdn.com/440100-inspection/test-30654f6d-4e32-4298-8061-5c01ba063ed0.png.296x216.jpg', '现代城市花园 2室2厅 208万', '现代城市花园  | 2室2厅 | 81.66平米 | 南 | 其他 | 有电梯', '中楼层(共23层)塔楼  -  新塘', '208万', '单价25472元/平米')
('https://image1.ljcdn.com/440100-inspection/test-b54fe231-3bb3-43b0-99b5-518be9ecfafa.png.296x216.jpg', '东凌广场 东向3房 户型方正', '东凌广场  | 3室2厅 | 101.1平米 | 东 | 精装 | 有电梯', '低楼层(共16层)2014年建塔楼  -  凤凰城', '245万', '单价24234元/平米')
('https://image1.ljcdn.com/440100-inspection/test-5919a8b6-3c3b-4f91-8fff-252f1aff78f1.png.296x216.jpg', '新世界花园 万象苑 中高层 户型方正实用', '新塘新世界花园万象苑  | 3室2厅 | 91.53平米 | 北 | 简装 | 有电梯', '高楼层(共16层)2009年建塔楼  -  新塘', '238万', '单价26003元/平米')
('https://image1.ljcdn.com/440100-inspection/738da5a3-af92-4a24-9739-3f360bc10897.jpg.296x216.jpg', '翡翠绿洲 湖绣苑 南北通透，实用大三房修', '翡翠绿洲湖绣苑  | 3室2厅 | 145.96平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)2011年建塔楼  -  凤凰城', '375万', '单价25692元/平米')
('https://image1.ljcdn.com/440100-inspection/5eedbf0c-b4cb-46a8-8aab-f6f48756dc37.jpg.296x216.jpg', '新塘新世界花园嘉乐苑 2室2厅 170万', '新塘新世界花园嘉乐苑  | 2室2厅 | 76.75平米 | 东北 | 其他 | 无电梯', '中楼层(共6层)塔楼  -  新塘', '170万', '单价22150元/平米')
('https://image1.ljcdn.com/440100-inspection/2063eb36-01f3-48b4-bc40-f7d7ba5d4751.jpg.296x216.jpg', '凤妍苑 东南向三房 对流户型 电梯高层 满两年', '碧桂园凤凰城凤妍苑  | 3室2厅 | 95.01平米 | 东南 | 精装 | 有电梯', '高楼层(共17层)2002年建塔楼  -  凤凰城', '263万', '单价27682元/平米')
('https://image1.ljcdn.com/440100-inspection/test-2cf1168f-eacb-4928-a70e-9026fdd3b46b.png.296x216.jpg', '凤凰城凤馨苑 高层精装 住的舒适', '碧桂园凤凰城凤馨苑  | 2室2厅 | 98.46平米 | 北 | 精装 | 有电梯', '中楼层(共11层)2002年建塔楼  -  凤凰城', '220万', '单价22345元/平米')
('https://image1.ljcdn.com/440100-inspection/test-7a94a9a9-dd3e-4d25-9d61-2ab22edd393d.png.296x216.jpg', '翡翠绿洲   湖绣苑  南向大两房', '翡翠绿洲湖绣苑  | 2室2厅 | 96.22平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2011年建塔楼  -  凤凰城', '242万', '单价25151元/平米')
('https://image1.ljcdn.com/440100-inspection/a2cf7700-3328-40a8-9aeb-1e08a72e1225.jpg.296x216.jpg', '凤馨苑南向三房两卫 中高楼层 保养新', '碧桂园凤凰城凤馨苑  | 3室2厅 | 98平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2002年建塔楼  -  凤凰城', '260万', '单价26531元/平米')
('https://image1.ljcdn.com/440100-inspection/f73f4549-8644-498a-87e9-91c1fc202633.jpg.296x216.jpg', '翡翠绿洲 高层单位 精装修', '翡翠绿洲湖翠苑  | 4室2厅 | 245平米 | 南 北 | 其他 | 有电梯', '中楼层(共24层)2011年建塔楼  -  凤凰城', '630万', '单价25715元/平米')
('https://image1.ljcdn.com/440100-inspection/1d04829e-b882-4b06-9ceb-ce02481a8dd0.jpg.296x216.jpg', '东凌广场 南向四房', '东凌广场  | 4室2厅 | 131.32平米 | 南 | 毛坯 | 有电梯', '中楼层(共12层)2014年建塔楼  -  凤凰城', '330万', '单价25130元/平米')
('https://image1.ljcdn.com/440100-inspection/824d37b7-d47b-4951-9100-a367aba8005d.jpg.296x216.jpg', '翡翠绿洲 南向大两房 精装修', '翡翠绿洲湖滨苑  | 2室2厅 | 95平米 | 南 | 其他 | 有电梯', '低楼层(共21层)2011年建塔楼  -  凤凰城', '225万', '单价23685元/平米')
('https://image1.ljcdn.com/440100-inspection/6f3834c0-37da-4cdb-a5d1-0989b15d1583.jpg.296x216.jpg', '新都盛世名门 3室2厅 270万', '新都盛世名门  | 3室2厅 | 101.58平米 | 北 | 其他 | 有电梯', '中楼层(共30层)2012年建塔楼  -  新塘', '270万', '单价26581元/平米')
('https://image1.ljcdn.com/440100-inspection/92c2d7be-c238-44a6-835e-35f77baaf4a3.jpg.296x216.jpg', '顶好大厦 3室2厅 175万', '顶好大厦  | 3室2厅 | 127平米 | 北 | 简装', '中楼层(共7层)塔楼  -  新塘', '175万', '单价13780元/平米')
('https://image1.ljcdn.com/440100-inspection/b8f9744f-1f6e-42a7-80f1-865b35e2cc40.jpg.296x216.jpg', '沙村地铁口 精装两房 南向望花园 安静舒适 拎包入住', '新塘新世界花园嘉华苑  | 2室2厅 | 80.15平米 | 南 | 其他 | 无电梯', '中楼层(共7层)塔楼  -  新塘', '177万', '单价22084元/平米')
('https://image1.ljcdn.com/440100-inspection/c0e7842a-5cf9-491a-a630-acbc834ee673.jpg.296x216.jpg', '汇东国际 毛坯 南向两房 方便看', '汇东国际花园  | 2室1厅 | 87.14平米 | 南 | 其他 | 有电梯', '中楼层(共28层)2016年建塔楼  -  新塘', '196万', '单价22493元/平米')
('https://image1.ljcdn.com/440100-inspection/ded9eab9-0a48-4f17-8978-a6bd33452ee1.jpg.296x216.jpg', '太平洋花园 精装大四房', '太平洋花园  | 4室2厅 | 133平米 | 南 | 其他', '高楼层(共7层)塔楼  -  新塘', '150万', '单价11279元/平米')
('https://image1.ljcdn.com/440100-inspection/f987503f-2f56-4880-88cc-1c00a89d833b.jpg.296x216.jpg', '碧桂园物业 南向毛坯两房', '碧桂园豪进广场  | 2室2厅 | 78.3平米 | 南 | 其他 | 有电梯', '高楼层(共31层)塔楼  -  新塘', '198万', '单价25288元/平米')
('https://image1.ljcdn.com/440100-inspection/44259b3a-39f3-4fb5-b28b-8a6deb1dc6d3.jpg.296x216.jpg', '育才阳光苑 实用2+1户型', '翡翠绿洲育才阳光苑  | 3室2厅 | 91.2平米 | 西北 | 其他 | 有电梯', '中楼层(共17层)2011年建塔楼  -  凤凰城', '200万', '单价21930元/平米')
('https://image1.ljcdn.com/440100-inspection/test-98f2ed46-29cc-47ac-a273-794c2439a3ad.png.296x216.jpg', '凤锦苑 山景洋房 方正大三房', '碧桂园凤凰城凤锦苑  | 3室2厅 | 122.76平米 | 东北 | 简装 | 有电梯', '低楼层(共26层)2002年建塔楼  -  凤凰城', '315万', '单价25660元/平米')
('https://image1.ljcdn.com/440100-inspection/60f89319-e822-48ed-80d3-a2586b8d0735.jpg.296x216.jpg', '采光通透 南向通风 中高层位置安静舒适', '豪进山湖珺璟  | 2室2厅 | 76.83平米 | 南 | 其他', '中楼层(共33层)2013年建塔楼  -  新塘', '212万', '单价27594元/平米')
('https://image1.ljcdn.com/440100-inspection/534fb0f5-9d56-4eb5-bec6-e629e41df7d7.jpg.296x216.jpg', '东凌广场 3室2厅 333万', '东凌广场  | 3室2厅 | 130.29平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2014年建塔楼  -  凤凰城', '333万', '单价25559元/平米')
('https://image1.ljcdn.com/440100-inspection/c042d228-20c3-4a0f-823f-fde00e6c60a2.jpg.296x216.jpg', '凤凰城凤晴苑 舒适大四房 户', '碧桂园凤凰城凤晴苑  | 4室2厅 | 140平米 | 北 | 其他 | 有电梯', '低楼层(共22层)2002年建塔楼  -  凤凰城', '335万', '单价23929元/平米')
('https://image1.ljcdn.com/440100-inspection/93c84e57-d7b2-4244-8919-968642f031cb.jpg.296x216.jpg', '凤妍苑3房 自带简装', '碧桂园凤凰城凤妍苑  | 3室2厅 | 99.25平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2002年建塔楼  -  凤凰城', '262万', '单价26398元/平米')
('https://image1.ljcdn.com/440100-inspection/384ca312-6d2b-4bf6-a9a9-202d2b1d81cb.jpg.296x216.jpg', '新塘 北向2房 毛坯', '景新豪苑  | 2室2厅 | 64平米 | 北 | 其他 | 有电梯', '高楼层(共11层)塔楼  -  新塘', '130万', '单价20313元/平米')
('https://image1.ljcdn.com/440100-inspection/9729381b-5a8c-4c5c-a57d-96de198959e5.jpg.296x216.jpg', '凤妍苑 精装三房 望小区花园 方便看', '碧桂园凤凰城凤妍苑  | 3室2厅 | 95平米 | 北 | 其他 | 有电梯', '中楼层(共17层)2002年建塔楼  -  凤凰城', '260万', '单价27369元/平米')
('https://image1.ljcdn.com/440100-inspection/d8f66d26-3776-475b-924f-02f3d21e72d9.jpg.296x216.jpg', '送大约10平方入户花园 南北通透 离地铁近', '现代城市花园  | 3室2厅 | 106.45平米 | 南 | 其他 | 有电梯', '低楼层(共18层)塔楼  -  新塘', '255万', '单价23955元/平米')
('https://image1.ljcdn.com/440100-inspection/6ef73927-2c4a-4548-bf82-996c128d4e35.jpg.296x216.jpg', '翡翠绿洲森林半岛 3室2厅 220万', '翡翠绿洲森林半岛  | 3室2厅 | 90平米 | 北 | 其他 | 有电梯', '中楼层(共14层)2011年建塔楼  -  凤凰城', '220万', '单价24445元/平米')
('https://image1.ljcdn.com/440100-inspection/1457990c-1202-4998-86ff-9fa246ee2386.jpg.296x216.jpg', '凤天苑 南向三房 保养好', '碧桂园凤凰城凤天苑  | 3室2厅 | 105.48平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2002年建塔楼  -  凤凰城', '310万', '单价29390元/平米')
('https://image1.ljcdn.com/440100-inspection/d255928c-39e1-46fa-a153-2b91848e9eee.jpg.296x216.jpg', '新都盛世名门宏城汇 3室2厅 225万', '新都盛世名门宏城汇  | 3室2厅 | 91.48平米 | 北 | 其他', '低楼层(共22层)2012年建塔楼  -  新塘', '225万', '单价24596元/平米')
