('https://image1.ljcdn.com/440100-inspection/6041f7ad-fc9d-431d-b322-271380747104.jpg.296x216.jpg', '小康人家 2室2厅 360万', '小康人家  | 2室2厅 | 89.76平米 | 西南 | 其他 | 有电梯', '中楼层(共11层)2002年建塔楼  -  坑口', '360万', '单价40107元/平米')
('https://image1.ljcdn.com/440100-inspection/d869b1bf-0efa-4d5d-8054-bba5a1a9aa86.jpg.296x216.jpg', '珠岛花园 1室1厅 100万', '珠岛花园  | 1室1厅 | 36.89平米 | 东北 | 简装 | 无电梯', '高楼层(共9层)1995年建塔楼  -  大坦沙', '100万', '单价27108元/平米')
('https://image1.ljcdn.com/440100-inspection/bbcd67b7-8d32-4d75-a67e-8dcec983d8f7.jpg.296x216.jpg', '珠岛花园 五期 三房二厅 间隔方正', '珠岛花园  | 3室2厅 | 82.3平米 | 东 北 | 其他 | 有电梯', '低楼层(共23层)1999年建塔楼  -  大坦沙', '330万', '单价40098元/平米')
('https://image1.ljcdn.com/440100-inspection/78c24e21-298d-4841-b81d-3a2b52f6fe28.jpg.296x216.jpg', '西湾东路西湾东一街 2室2厅 250万', '西湾东路西湾东一街  | 2室2厅 | 78.43平米 | 南 | 其他 | 无电梯', '中楼层(共9层)塔楼  -  西村', '250万', '单价31876元/平米')
('https://image1.ljcdn.com/440100-inspection/ddc9cc35-986b-40ff-bb57-b5b27901931d.jpg.296x216.jpg', '牡丹阁 2室2厅 196万', '牡丹阁  | 2室2厅 | 63.99平米 | 南 | 精装 | 无电梯', '中楼层(共9层)2000年建塔楼  -  茶滘', '196万', '单价30630元/平米')
('https://image1.ljcdn.com/440100-inspection/ec203812-5b2d-4ab7-956d-a53639af05f3.jpg.296x216.jpg', '恒荔湾畔 2室1厅 330万', '恒荔湾畔  | 2室1厅 | 75.44平米 | 北 | 其他 | 有电梯', '低楼层(共31层)2008年建塔楼  -  芳村大道', '330万', '单价43744元/平米')
('https://image1.ljcdn.com/440100-inspection/4b8e86ca-2eef-4d72-93c5-007a258b3eb2.jpg.296x216.jpg', '万盛苑 2室1厅 300万', '万盛苑  | 2室1厅 | 49.7平米 | 东北 | 其他 | 有电梯', '中楼层(共12层)2004年建塔楼  -  芳村大道', '300万', '单价60363元/平米')
('https://image1.ljcdn.com/440100-inspection/d61a1366-cb44-4453-89fb-f297ed34d738.jpg.296x216.jpg', '乐怡居 电梯大三房', '乐怡居  | 3室2厅 | 107.68平米 | 南 北 | 其他 | 有电梯', '低楼层(共31层)1996年建塔楼  -  花地大道', '498万', '单价46249元/平米')
('https://image1.ljcdn.com/440100-inspection/ceeafe58-bfbe-483b-bec5-dedbfecb94b1.jpg.296x216.jpg', '新世界逸彩庭园G区 2室2厅 360万', '新世界逸彩庭园G区  | 2室2厅 | 89.39平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2007年建塔楼  -  滘口', '360万', '单价40273元/平米')
('https://image1.ljcdn.com/440100-inspection/4f1fef70-6bcc-4a08-a890-72779da08015.jpg.296x216.jpg', '新世界逸彩庭园 两房 地铁5号线', '新世界逸彩庭园G区  | 2室2厅 | 89.52平米 | 西南 | 精装 | 有电梯', '中楼层(共19层)2007年建塔楼  -  滘口', '340万', '单价37981元/平米')
('https://image1.ljcdn.com/440100-inspection/1c4df941-3588-4de7-a4a3-c56c4b75d6f3.jpg.296x216.jpg', '西湾路大岗元北 2室1厅 170万', '西湾路大岗元北  | 2室1厅 | 61.06平米 | 南 | 其他', '低楼层(共3层)板楼  -  西村', '170万', '单价27842元/平米')
('https://image1.ljcdn.com/440100-inspection/690a5d4d-c33e-4a58-99b0-f4025a75a8d9.jpg.296x216.jpg', '荔港南湾 实用三房带主套 采光通风好', '荔港南湾  | 3室2厅 | 136平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2008年建塔楼  -  南岸路', '680万', '单价50000元/平米')
('https://image1.ljcdn.com/440100-inspection/6ce98ea4-97ce-462b-a040-78ebe244ad1f.jpg.296x216.jpg', '保利公园九里 高层电梯精致三房 东南向', '保利公园九里  | 3室2厅 | 105.3平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  龙溪', '415万', '单价39412元/平米')
('https://image1.ljcdn.com/440100-inspection/faff45d0-8d61-463d-aa65-65595de37af1.jpg.296x216.jpg', '中铁荔湾国际城 实用两房 南向望花园', '中铁荔湾国际城  | 2室2厅 | 83.5平米 | 北 | 其他 | 有电梯', '低楼层(共33层)2015年建塔楼  -  龙溪', '320万', '单价38324元/平米')
('https://image1.ljcdn.com/440100-inspection/58edaddf-8c70-4fac-8dfd-5c42f9d645f4.jpg.296x216.jpg', '白兰大厦  电梯三房  交通方便', '金兰苑  | 3室2厅 | 92平米 | 东南 | 其他 | 有电梯', '低楼层(共22层)2001年建塔楼  -  汾水', '260万', '单价28261元/平米')
('https://image1.ljcdn.com/440100-inspection/899287f2-178a-4808-bcd8-653fe386f239.jpg.296x216.jpg', '新世界逸彩庭园 东向单位 无遮挡', '新世界逸彩庭园朗逸庭  | 2室2厅 | 78平米 | 东南 | 其他 | 有电梯', '高楼层(共21层)2007年建塔楼  -  滘口', '335万', '单价42949元/平米')
('https://image1.ljcdn.com/440100-inspection/8b93f853-299e-4504-924b-937dc5d69da5.jpg.296x216.jpg', '芳村大道西 方正2房 安静舒适 开阳敞亮', '芳村大道西  | 2室2厅 | 75.7平米 | 北 | 其他', '中楼层(共8层)塔楼  -  滘口', '200万', '单价26421元/平米')
('https://image1.ljcdn.com/440100-inspection/5600f060-dc8e-48de-acf0-4d1272f6d03e.jpg.296x216.jpg', '中铁荔湾城 花园小区 精装3房', '中铁荔湾国际城  | 3室2厅 | 113平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2015年建塔楼  -  龙溪', '500万', '单价44248元/平米')
('https://image1.ljcdn.com/440100-inspection/test-310dca15-3592-470f-9c0a-f913379e496c.png.296x216.jpg', '荔湾广场 光线亮四三房房 搞楼层 视野好 装修良好', '荔湾广场  | 3室1厅 | 95.53平米 | 东北 | 简装 | 有电梯', '高楼层(共30层)2000年建塔楼  -  人民路', '260万', '单价27217元/平米')
('https://image1.ljcdn.com/440100-inspection/645dfebd-fbcf-411c-9f0d-22be38e400fd.jpg.296x216.jpg', '珠岛花园 二期 二房二厅 双阳台 南北向', '珠岛花园  | 2室2厅 | 63.28平米 | 南 北 | 简装 | 无电梯', '低楼层(共9层)1995年建塔楼  -  大坦沙', '200万', '单价31606元/平米')
('https://image1.ljcdn.com/440100-inspection/test-7845d8b3-7a3d-469f-9ab5-7d66d97d3e9f.png.296x216.jpg', '荔港南湾 2室2厅 300万', '荔港南湾  | 2室2厅 | 73.3平米 | 北 | 简装 | 有电梯', '低楼层(共32层)2008年建塔楼  -  南岸路', '300万', '单价40928元/平米')
('https://image1.ljcdn.com/440100-inspection/5855c46c-115a-4dbe-bf77-1c75b978284f.jpg.296x216.jpg', '怡康苑 东南向三房两厅 户型方正', '怡康苑  | 3室2厅 | 94平米 | 东北 | 简装 | 有电梯', '低楼层(共30层)2000年建塔楼  -  鹤洞', '279万', '单价29681元/平米')
('https://image1.ljcdn.com/440100-inspection/71ff894c-8398-47eb-b589-b1156f446b8e.jpg.296x216.jpg', '荔江美筑 格局方正 望花园 配套完善', '荔江美筑  | 3室1厅 | 98.55平米 | 东北 | 精装 | 有电梯', '中楼层(共14层)2007年建塔楼  -  滘口', '400万', '单价40589元/平米')
('https://image1.ljcdn.com/440100-inspection/6c991ff9-ee61-4eb0-969e-444b53dfb279.jpg.296x216.jpg', '四季花园 高档住宅 精致三房', '四季花园  | 3室2厅 | 113平米 | 西北 | 精装 | 有电梯', '中楼层(共18层)2006年建塔楼  -  坑口', '470万', '单价41593元/平米')
('https://image1.ljcdn.com/440100-inspection/test-b6bc336e-c8f5-4a1c-8fec-bfa9f9578e11.png.296x216.jpg', '荔港南湾 中层实用两房 即可入住', '荔港南湾  | 2室1厅 | 65平米 | 东北 | 其他 | 有电梯', '中楼层(共25层)1999年建塔楼  -  南岸路', '260万', '单价40000元/平米')
('https://image1.ljcdn.com/440100-inspection/d4d50733-bbc4-42b8-a913-d7e1b244de17.jpg.296x216.jpg', '兰兴苑 低层 望醉观公园 通风采光好', '兰兴苑  | 2室2厅 | 85.15平米 | 东南 | 精装 | 无电梯', '低楼层(共9层)1990年建塔楼  -  茶滘', '250万', '单价29360元/平米')
('https://image1.ljcdn.com/440100-inspection/54590fe1-0e67-430c-a5b8-7a6acfcc8e70.jpg.296x216.jpg', '地铁1号线 蓬莱路 厅出阳台 东南向', '蓬莱路蓬莱西大街  | 2室1厅 | 56.83平米 | 东南 | 简装 | 无电梯', '中楼层(共6层)板楼  -  黄沙', '175万', '单价30794元/平米')
('https://image1.ljcdn.com/440100-inspection/6bba3770-9c09-4682-9ed9-43ad166d62d9.jpg.296x216.jpg', '小康人家 坑口地铁 精装三房 芳村笋盘', '小康人家  | 3室2厅 | 117平米 | 北 | 其他 | 有电梯', '中楼层(共18层)2002年建塔楼  -  坑口', '360万', '单价30770元/平米')
('https://image1.ljcdn.com/440100-inspection/216cfa83-fc9f-4ee1-9021-b5d3c29c1e98.jpg.296x216.jpg', '荔港南湾 望江三房', '荔港南湾  | 3室1厅 | 94.18平米 | 西北 | 简装 | 有电梯', '高楼层(共25层)1999年建塔楼  -  南岸路', '380万', '单价40349元/平米')
('https://image1.ljcdn.com/440100-inspection/4eb81c26-4e10-4ed0-a680-5466858a5d8c.jpg.296x216.jpg', '红棉苑北区 实用两房 配套成熟', '红棉苑北区  | 2室2厅 | 88.13平米 | 西南 | 精装 | 无电梯', '低楼层(共9层)2000年建塔楼  -  花地大道', '300万', '单价34041元/平米')
('https://image1.ljcdn.com/440100-inspection/test-4579b0f6-3cb2-4e9e-ae1b-862985318218.png.296x216.jpg', '发展商原装的精装修，方正实用的三房', '万科金色康苑  | 3室2厅 | 90.09平米 | 南 | 精装 | 有电梯', '低楼层(共31层)2008年建塔楼  -  陈家祠', '589万', '单价65380元/平米')
('https://image1.ljcdn.com/440100-inspection/f6f5028b-7c45-43b8-aa72-44b6fe3b5951.jpg.296x216.jpg', '芳邻美地,中层电梯精装', '丰年华庭  | 3室2厅 | 114.83平米 | 西北 | 简装 | 有电梯', '高楼层(共15层)2008年建塔楼  -  茶滘', '405万', '单价35270元/平米')
('https://image1.ljcdn.com/440100-inspection/81fda5e5-b75d-4349-a34f-d65ad37063aa.jpg.296x216.jpg', '新丽苑 2室1厅 120万', '新丽苑  | 2室1厅 | 56.43平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2000年建板楼  -  龙溪', '120万', '单价21266元/平米')
('https://image1.ljcdn.com/440100-inspection/29e913c7-2f40-497a-92ea-2259fca8ffcc.jpg.296x216.jpg', '芳村花园 精致四房 家私家电齐 保养好修', '芳村花园  | 3室2厅 | 143平米 | 南 | 其他 | 有电梯', '低楼层(共30层)1999年建塔楼  -  龙溪', '626万', '单价43777元/平米')
('https://image1.ljcdn.com/440100-inspection/cee10b52-b172-4279-bd76-65826f9ec912.jpg.296x216.jpg', '珠岛花园 复式楼 四房二厅 望花园', '珠岛花园  | 3室2厅 | 155.55平米 | 西南 | 其他 | 有电梯', '高楼层(共12层)1995年建塔楼  -  大坦沙', '550万', '单价35359元/平米')
('https://image1.ljcdn.com/440100-inspection/fdcf1ead-abf1-4ebf-976a-e1afdebf6134.jpg.296x216.jpg', '荔港南湾 南向三房 高层望江 温馨舒适', '荔港南湾  | 3室1厅 | 153平米 | 西南 | 简装 | 有电梯', '高楼层(共34层)2008年建塔楼  -  南岸路', '595万', '单价38889元/平米')
('https://image1.ljcdn.com/440100-inspection/4fbb615d-be16-4e2b-8a0d-2bc09b0c49ab.jpg.296x216.jpg', '富力广场 东南三房 厅出阳台', '富力广场T区  | 3室2厅 | 96.43平米 | 东南 | 简装 | 有电梯', '高楼层(共26层)2005年建塔楼  -  中山八', '525万', '单价54444元/平米')
('https://image1.ljcdn.com/440100-inspection/fb7d0d08-4942-4660-b272-9ce63efe29a2.jpg.296x216.jpg', '新世界逸彩庭园 安静望花园 3房带主套', '新世界逸彩庭园G区  | 3室2厅 | 103.35平米 | 西南 | 简装 | 有电梯', '低楼层(共18层)2007年建塔楼  -  滘口', '440万', '单价42574元/平米')
('https://image1.ljcdn.com/440100-inspection/test-227ac8cf-86f8-470f-9ce0-7505fb29606c.png.296x216.jpg', '康王南路 电梯三房 间隔方正', '西关大厦  | 3室1厅 | 109.08平米 | 南 北 | 简装 | 有电梯', '中楼层(共20层)1989年建塔楼  -  人民路', '290万', '单价26586元/平米')
('https://image1.ljcdn.com/440100-inspection/4d438856-991e-4f36-a375-56cc37956c27.jpg.296x216.jpg', '新世界凯粤湾 3室2厅 680万', '新世界凯粤湾  | 3室2厅 | 137.1平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2012年建塔楼  -  滘口', '680万', '单价49599元/平米')
('https://image1.ljcdn.com/440100-inspection/ac3fe055-d5d0-4ac9-b2d2-8555bf4e48a2.jpg.296x216.jpg', '地铁沿线  电梯2房 精致装修 户型方正', '花地城广场  | 2室2厅 | 96.49平米 | 南 北 | 其他 | 有电梯', '高楼层(共17层)2002年建塔楼  -  花地大道', '370万', '单价38346元/平米')
('https://image1.ljcdn.com/440100-inspection/20ba7bad-a0f8-4e90-9e6b-ad1c42f10c39.jpg.296x216.jpg', '怡康苑 3室2厅 323万', '怡康苑  | 3室2厅 | 110平米 | 东北 | 其他 | 有电梯', '中楼层(共30层)2000年建塔楼  -  鹤洞', '323万', '单价29364元/平米')
('https://image1.ljcdn.com/440100-inspection/test-a7ca7f93-d20e-44b5-94f9-05d430c11260.png.296x216.jpg', '荔江美筑 南向二房 封闭式小', '荔江美筑  | 2室2厅 | 76平米 | 南 | 其他 | 有电梯', '低楼层(共14层)2007年建塔楼  -  滘口', '305万', '单价40132元/平米')
('https://image1.ljcdn.com/440100-inspection/53f7fcf5-59fe-4b5b-af25-7813f6680293.jpg.296x216.jpg', '金道花园该推荐物业是电梯楼望花园单位', '金道花园  | 3室2厅 | 104平米 | 东南 | 其他 | 有电梯', '低楼层(共22层)2000年建塔楼  -  鹤洞', '350万', '单价33654元/平米')
('https://image1.ljcdn.com/440100-inspection/792ca827-a3b5-47d8-92a6-05fb6d2e2328.jpg.296x216.jpg', '珠岛花园 电梯楼 一房二厅 方正实用', '珠岛花园  | 1室2厅 | 47.41平米 | 西南 | 精装 | 有电梯', '低楼层(共12层)1995年建塔楼  -  大坦沙', '175万', '单价36913元/平米')
('https://image1.ljcdn.com/440100-inspection/a75f3358-09f2-4e28-8637-c26b77b6404c.jpg.296x216.jpg', '保利塞纳维拉 精装修三房', '保利塞纳维拉  | 3室2厅 | 95.56平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2015年建塔楼  -  龙溪', '338万', '单价35371元/平米')
('https://image1.ljcdn.com/440100-inspection/a33c1074-c75a-4da2-9e4e-a87817611e4f.jpg.296x216.jpg', '新丽苑 2层4房复式 大户型', '新丽苑  | 4室2厅 | 121.46平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2000年建板楼  -  龙溪', '280万', '单价23053元/平米')
('https://image1.ljcdn.com/440100-inspection/453bceaf-f413-462d-a27e-4a3754e97d58.jpg.296x216.jpg', '茶滘新村 低层2房 安静不对马路', '茶滘新村  | 2室1厅 | 46.29平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1999年建塔楼  -  茶滘', '155万', '单价33485元/平米')
('https://image1.ljcdn.com/440100-inspection/3e64f0ed-71ad-4d84-b112-ac3205f5f456.jpg.296x216.jpg', '大田苑 3室2厅 536万', '大田苑  | 3室2厅 | 133.28平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)2004年建塔楼  -  茶滘', '536万', '单价40217元/平米')
('https://image1.ljcdn.com/440100-inspection/5ef4c836-f938-47a8-b59b-dd28c0c62fc2.jpg.296x216.jpg', '四季花园 电梯复试 小区环境好', '四季花园  | 3室3厅 | 131平米 | 西北 | 其他 | 有电梯', '高楼层(共18层)2004年建塔楼  -  坑口', '510万', '单价38932元/平米')
('https://image1.ljcdn.com/440100-inspection/0a9aa126-8bd0-4dd7-a660-2fcc941d9fa8.jpg.296x216.jpg', '四季花园 高档住宅 电梯三房 交通便利', '四季花园  | 3室2厅 | 113平米 | 东南 | 精装 | 有电梯', '低楼层(共18层)2006年建塔楼  -  坑口', '430万', '单价38054元/平米')
('https://image1.ljcdn.com/440100-inspection/bba37f7d-e344-45c6-bad9-b26cb280ed51.jpg.296x216.jpg', '万盛苑 电梯高层2房 明厨明卫 满5年', '万盛苑  | 4室2厅 | 105平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)2005年建塔楼  -  芳村大道', '370万', '单价35239元/平米')
('https://image1.ljcdn.com/440100-inspection/test-39358c23-8d86-4da2-b115-48183d2d949c.png.296x216.jpg', '金奴大厦 厅出阳台 楼龄新 交通方便', '金奴大厦  | 3室1厅 | 75.11平米 | 东北 | 其他 | 无电梯', '高楼层(共9层)1996年建塔楼  -  陈家祠', '265万', '单价35282元/平米')
('https://image1.ljcdn.com/440100-inspection/e45aec84-44b6-431f-9031-34a469bf9fc4.jpg.296x216.jpg', '珠岛花园 四期实用一房一厅大阳台', '珠岛花园  | 1室1厅 | 38.61平米 | 西 | 其他 | 有电梯', '低楼层(共17层)1995年建塔楼  -  大坦沙', '130万', '单价33671元/平米')
('https://image1.ljcdn.com/440100-inspection/d83641f3-ec35-43be-b35f-223d0423dc3c.jpg.296x216.jpg', '恒荔湾畔 2室1厅 348万', '恒荔湾畔  | 2室1厅 | 72.5平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2008年建塔楼  -  芳村大道', '348万', '单价48000元/平米')
('https://image1.ljcdn.com/440100-inspection/16f3c15e-cf65-4a60-bfb7-47927f67503e.jpg.296x216.jpg', '万科柏悦湾 南向望江两房', '万科柏悦湾  | 2室1厅 | 79平米 | 南 | 精装 | 有电梯', '中楼层(共34层)2005年建塔楼  -  大坦沙', '350万', '单价44304元/平米')
('https://image1.ljcdn.com/440100-inspection/de77427e-4570-448b-b2b0-4bd610d04e2b.jpg.296x216.jpg', '钢琴厂宿舍 中层实用两房 随约看房', '钢琴厂宿舍  | 2室1厅 | 47平米 | 东 | 其他 | 无电梯', '中楼层(共9层)1992年建塔楼  -  茶滘', '130万', '单价27660元/平米')
('https://image1.ljcdn.com/440100-inspection/a24f8295-6dfe-4dbf-86f3-1813073119da.jpg.296x216.jpg', '新世界凯粤湾 实用大三房望江', '新世界凯粤湾  | 3室2厅 | 127平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2012年建塔楼  -  滘口', '610万', '单价48032元/平米')
('https://image1.ljcdn.com/440100-inspection/af45db20-54b3-43cc-a65d-c99ef789eb68.jpg.296x216.jpg', '金道花园 电梯3房 成熟配套 交通方便', '金道花园  | 3室2厅 | 104平米 | 西南 | 简装 | 有电梯', '低楼层(共22层)2000年建塔楼  -  鹤洞', '300万', '单价28847元/平米')
('https://image1.ljcdn.com/440100-inspection/56c740b4-23af-4587-a2f6-2764472ec582.jpg.296x216.jpg', '恒荔湾畔 三房南向 户型归一 装修保养新', '恒荔湾畔  | 3室2厅 | 95平米 | 东北 | 简装 | 有电梯', '中楼层(共31层)2008年建塔楼  -  芳村大道', '475万', '单价50000元/平米')
('https://image1.ljcdn.com/440100-inspection/13e6a393-b55e-4999-8fe2-e4622e654689.jpg.296x216.jpg', '珠岛花园 南北对流 复式两层 四个阳台', '珠岛花园  | 6室1厅 | 145.7平米 | 南 北 | 简装 | 有电梯', '低楼层(共12层)1995年建塔楼  -  大坦沙', '385万', '单价26425元/平米')
('https://image1.ljcdn.com/440100-inspection/73d452be-c59b-432b-9a9f-9734a711cda0.jpg.296x216.jpg', '芳村大道西 低层三房 旧装修', '桥东小区  | 3室1厅 | 86.76平米 | 南 北 | 简装 | 无电梯', '中楼层(共9层)1995年建塔楼  -  滘口', '190万', '单价21900元/平米')
('https://image1.ljcdn.com/440100-inspection/407376bd-5ba7-4871-bd04-89efc8bfe73e.jpg.296x216.jpg', '汇城花园电梯房 电梯中层', '汇城花园  | 3室2厅 | 96平米 | 东南 | 其他 | 有电梯', '高楼层(共12层)2003年建塔楼  -  滘口', '350万', '单价36459元/平米')
('https://image1.ljcdn.com/440100-inspection/35df3985-e31f-4578-96a2-b8ad05cab66b.jpg.296x216.jpg', '珠岛花园 五期 四房二厅 间隔方正实用', '珠岛花园  | 4室2厅 | 108.7平米 | 东 | 其他 | 有电梯', '高楼层(共23层)1999年建塔楼  -  大坦沙', '370万', '单价34039元/平米')
('https://image1.ljcdn.com/440100-inspection/ae5293f1-ffc1-437a-836b-368c96bb8eea.jpg.296x216.jpg', '凯粤湾 高层两房 精装修', '新世界凯粤湾  | 2室1厅 | 75.16平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2014年建塔楼  -  滘口', '350万', '单价46568元/平米')
('https://image1.ljcdn.com/440100-inspection/60ddf05f-9919-4f17-af61-7488cca10ff5.jpg.296x216.jpg', '逸彩新世界 新静三房 真实房源', '新世界逸彩庭园朗逸庭  | 3室2厅 | 101平米 | 西北 | 精装 | 有电梯', '高楼层(共25层)2007年建塔楼  -  滘口', '400万', '单价39604元/平米')
