('https://image1.ljcdn.com/440100-inspection/e0df61a8-104b-4ab7-9c42-4a78695b301f.jpg.296x216.jpg', '中层 南向 全线江景 二沙岛园景 小蛮腰夜景', '碧海湾  | 6室2厅 | 370.12平米 | 东南 | 精装 | 有电梯', '中楼层(共28层)2003年建塔楼  -  珠江新城西', '2670万', '单价72139元/平米')
('https://image1.ljcdn.com/440100-inspection/efa4c088-2772-4920-8ce3-84d92bb052eb.jpg.296x216.jpg', '荟雅苑 天河北 住家装修 产权清晰', '荟雅苑  | 3室2厅 | 105平米 | 东北 | 其他 | 有电梯', '中楼层(共31层)2000年建塔楼  -  天河北', '630万', '单价60000元/平米')
('https://image1.ljcdn.com/440100-inspection/49d2e517-c8ef-424b-8364-790ce784c5c9.jpg.296x216.jpg', '丰兴广场 通透三房 高层通风 户型方正', '丰兴广场  | 3室2厅 | 125.63平米 | 东北 | 精装', '中楼层(共32层)1997年建塔楼  -  天河南', '779万', '单价62008元/平米')
('https://image1.ljcdn.com/440100-inspection/9ddbc718-17a3-4b05-839e-38b7166047f3.jpg.296x216.jpg', '羊城花园 方正两房 安静望花园', '羊城花园  | 2室2厅 | 72平米 | 西 | 精装 | 有电梯', '中楼层(共18层)2003年建塔楼  -  东圃', '285万', '单价39584元/平米')
('https://image1.ljcdn.com/440100-inspection/09d3887e-0454-4e62-8a0e-39e6559adb83.jpg.296x216.jpg', '骏景花园北苑二期 中高楼层 户型方正', '骏景花园  | 4室2厅 | 136平米 | 北 | 简装 | 有电梯', '中楼层(共12层)2000年建塔楼  -  棠下', '660万', '单价48530元/平米')
('https://image1.ljcdn.com/440100-inspection/e71a70ee-02db-4489-9a28-724a5959fd7c.jpg.296x216.jpg', '羊城花园 方正两房 光线好', '羊城花园  | 2室2厅 | 72平米 | 西南 | 其他 | 有电梯', '中楼层(共18层)2003年建塔楼  -  东圃', '300万', '单价41667元/平米')
('https://image1.ljcdn.com/440100-inspection/d07a1f3d-bb88-4c47-bada-a0f3aed7cf64.jpg.296x216.jpg', '羊城花园 精装复式楼盘 保养好', '羊城花园  | 5室2厅 | 87平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2000年建塔楼  -  东圃', '350万', '单价40230元/平米')
('https://image1.ljcdn.com/440100-inspection/0376e99a-4d8f-4e9e-aeb4-8fda0581bc42.jpg.296x216.jpg', '盈彩美居 东南向三房 保养好阳光充足', '盈彩美居  | 3室2厅 | 98平米 | 东南 | 其他 | 有电梯', '低楼层(共25层)2003年建塔楼  -  东圃', '468万', '单价47756元/平米')
('https://image1.ljcdn.com/440100-inspection/c7aba944-c382-4ecd-830c-388d5a2771d9.jpg.296x216.jpg', '盈彩三期带40平方自用平台三房 2016年新装修 换房急售', '盈彩美居  | 3室2厅 | 86.77平米 | 南 北 | 其他 | 有电梯', '低楼层(共25层)2003年建塔楼  -  东圃', '378万', '单价43564元/平米')
('https://image1.ljcdn.com/440100-inspection/c92222fa-1ff2-46e3-a6d2-89d5488725e0.jpg.296x216.jpg', '隽园 安静实用三房 户型方正', '隽园  | 3室2厅 | 88.56平米 | 西南 | 简装 | 有电梯', '中楼层(共31层)2007年建塔楼  -  天河公园', '620万', '单价70010元/平米')
('https://image1.ljcdn.com/440100-inspection/42a9b3d3-6fd0-4cc2-8416-b5493d596939.jpg.296x216.jpg', '天河北 嘉怡花苑 准电梯 实用三房 精装修', '嘉怡花苑  | 3室2厅 | 97.22平米 | 东北 | 其他', '中楼层(共9层)1995年建塔楼  -  天润路', '490万', '单价50402元/平米')
('https://image1.ljcdn.com/440100-inspection/16b4b963-e792-43d8-872c-f2accb73afd7.jpg.296x216.jpg', '阳光桃源 实用两房 全新装修', '阳光桃源  | 2室1厅 | 72.24平米 | 西 | 精装 | 有电梯', '低楼层(共13层)2012年建塔楼  -  东圃', '310万', '单价42913元/平米')
('https://image1.ljcdn.com/440100-inspection/8e770467-ac3e-413d-847a-e290307ab89c.jpg.296x216.jpg', '美林湖畔 方正三房 望花园', '美林湖畔花园誉府  | 3室2厅 | 89.96平米 | 西北 | 简装 | 有电梯', '中楼层(共10层)2013年建塔楼  -  东圃', '420万', '单价46688元/平米')
('https://image1.ljcdn.com/440100-inspection/0ba00170-a1a0-452b-8725-23ecb72f3290.jpg.296x216.jpg', '红英街 交通便利 精装三房', '粤垦路红英街  | 3室1厅 | 73.53平米 | 东北 | 其他 | 无电梯', '低楼层(共9层)1996年建塔楼  -  粤垦', '255万', '单价34680元/平米')
('https://image1.ljcdn.com/440100-inspection/b16194f6-5a4e-4e7b-9368-637ee346b222.jpg.296x216.jpg', '旭景家园三房 南北通透  安静望花园', '旭景家园B区  | 3室2厅 | 91平米 | 南 | 精装 | 有电梯', '中楼层(共15层)2002年建塔楼  -  东圃', '360万', '单价39561元/平米')
('https://image1.ljcdn.com/440100-inspection/test-41e980b3-686e-48e7-8d7b-f8bfa5f5d564.png.296x216.jpg', '星汇雅苑 南向 珠江新城 采光', '星汇雅苑  | 3室2厅 | 94.59平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2006年建塔楼  -  珠江新城东', '770万', '单价81404元/平米')
('https://image1.ljcdn.com/440100-inspection/303b76f9-18b6-43b0-af0f-fbb2c66b9a67.jpg.296x216.jpg', '侨源新村 电梯三房 采光通透', '侨源新村  | 3室2厅 | 93.02平米 | 南 | 其他 | 无电梯', '低楼层(共10层)1995年建塔楼  -  东莞庄', '307万', '单价33004元/平米')
('https://image1.ljcdn.com/440100-inspection/2c0c1c6a-b082-4b55-949f-e35055ed2e49.jpg.296x216.jpg', '骏汇大厦 电梯温馨两房 户型方正 精装修', '骏汇大厦  | 2室2厅 | 89平米 | 西北 | 精装 | 有电梯', '低楼层(共26层)1997年建塔楼  -  天河南', '505万', '单价56742元/平米')
('https://image1.ljcdn.com/440100-inspection/d160bf6b-8f71-4a25-9e67-12d03c9083a2.jpg.296x216.jpg', '春江花园 南向大两房 安静望花园', '春江花园  | 2室1厅 | 67平米 | 南 | 简装 | 有电梯', '中楼层(共16层)2000年建塔楼  -  棠下', '293万', '单价43732元/平米')
('https://image1.ljcdn.com/440100-inspection/4d37040b-d3e3-4b93-9045-d33ab961bc75.jpg.296x216.jpg', '车陂美好居 户型方正 地铁口', '美好居  | 2室1厅 | 62.79平米 | 西 | 简装 | 有电梯', '高楼层(共19层)1998年建塔楼  -  车陂', '280万', '单价44594元/平米')
('https://image1.ljcdn.com/440100-inspection/a6b1f0c7-f19e-457c-8096-b9024d18ed42.jpg.296x216.jpg', '林和西路 天河计经大楼 电梯三房', '林和西路  | 3室1厅 | 97平米 | 南 北 | 简装', '中楼层(共12层)塔楼  -  东站', '445万', '单价45877元/平米')
('https://image1.ljcdn.com/440100-inspection/651e816c-51ab-4d78-aff8-c8f1651254d5.jpg.296x216.jpg', '星海苑 电梯三房', '星海苑  | 3室2厅 | 97.75平米 | 西南 | 精装', '高楼层(共8层)1993年建塔楼  -  水荫', '450万', '单价46036元/平米')
('https://image1.ljcdn.com/440100-inspection/4452ba77-0b2c-4d01-95df-2140afd2b835.jpg.296x216.jpg', '六运小区 两房 采光好 准电梯楼', '六运小区  | 2室2厅 | 74.65平米 | 东南 | 精装 | 无电梯', '中楼层(共8层)1993年建塔楼  -  天河南', '380万', '单价50905元/平米')
('https://image1.ljcdn.com/440100-inspection/bfdebf00-6efa-4588-a4df-27761ca565ca.jpg.296x216.jpg', '富力天朗明居 方正两房 安静望泳池花园', '富力天朗明居S区  | 2室2厅 | 67.5平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2001年建塔楼  -  棠下', '330万', '单价48889元/平米')
('https://image1.ljcdn.com/440100-inspection/3a427a6b-fb46-4b60-94dc-be5f4b49c837.jpg.296x216.jpg', '*大厦 豪名阁 实用大两房', '名门大厦  | 2室1厅 | 88平米 | 北 | 精装 | 有电梯', '高楼层(共33层)1997年建塔楼  -  珠江新城西', '528万', '单价60000元/平米')
('https://image1.ljcdn.com/440100-inspection/ac00ae8c-7942-479a-9240-a0fa842d4371.jpg.296x216.jpg', '西雅苑 两房两厅 户型方正 交通便利', '西雅苑  | 2室2厅 | 93平米 | 北 | 简装 | 有电梯', '低楼层(共28层)1998年建塔楼  -  体育中心', '518万', '单价55699元/平米')
('https://image1.ljcdn.com/440100-inspection/d897d5e8-e9de-448d-8a2a-c7d2a2bb4ba3.jpg.296x216.jpg', '华景五期\u3000电梯两房\u3000厅大房大', '华景新城怡华台  | 2室2厅 | 77.65平米 | 西北 | 简装 | 有电梯', '低楼层(共17层)1999年建塔楼  -  华景新城', '393万', '单价50612元/平米')
('https://image1.ljcdn.com/440100-inspection/d9d9bc86-91cf-494d-b5ff-22830888dfe5.jpg.296x216.jpg', '棠德花园 飞机户型 安静东向', '棠德花园  | 2室1厅 | 55平米 | 东南 | 精装 | 无电梯', '中楼层(共10层)1997年建塔楼  -  棠下', '202万', '单价36728元/平米')
('https://image1.ljcdn.com/440100-inspection/deda0c1b-5d4d-44ae-a525-34958e1268ab.jpg.296x216.jpg', '金穗大厦 两房一厅 电梯房', '金穗大厦  | 2室1厅 | 68.04平米 | 西北 | 其他 | 有电梯', '高楼层(共33层)1997年建塔楼  -  体育中心', '330万', '单价48501元/平米')
('https://image1.ljcdn.com/440100-inspection/10dbac15-ab96-4ae4-9c2a-37fe21cc4935.jpg.296x216.jpg', '新世界东逸花园 方正3房 安静舒适', '新世界东逸花园  | 3室2厅 | 113.94平米 | 西北 | 精装 | 有电梯', '低楼层(共28层)2003年建塔楼  -  天河公园', '738万', '单价64771元/平米')
('https://image1.ljcdn.com/440100-inspection/cbfe5976-ebc0-48e3-ad55-0e2450968438.jpg.296x216.jpg', '富力新村 温馨三房一厅 居住舒服', '富力新村  | 3室1厅 | 71平米 | 南 | 简装 | 无电梯', '高楼层(共9层)1994年建塔楼  -  东圃', '230万', '单价32395元/平米')
('https://image1.ljcdn.com/440100-inspection/455e755f-b59b-46db-b113-ff4935635a9e.jpg.296x216.jpg', '华港花园 安静3房 南北对流', '华港花园  | 3室2厅 | 109.01平米 | 南 北 | 简装 | 无电梯', '中楼层(共9层)2004年建塔楼  -  天河公园', '620万', '单价56876元/平米')
('https://image1.ljcdn.com/440100-inspection/607516f7-6473-4b81-a025-bd1629730a14.jpg.296x216.jpg', '先烈东路 实用两房 格局方正', '省建材机械厂宿舍区  | 2室1厅 | 51平米 | 南 | 简装', '低楼层(共7层)塔楼  -  沙河', '180万', '单价35295元/平米')
('https://image1.ljcdn.com/440100-inspection/012914c6-2f26-4533-9e24-b3d2db1364b1.jpg.296x216.jpg', '富力新村 正规两房 厅直出阳台', '富力新村  | 2室1厅 | 58.17平米 | 北 | 简装 | 无电梯', '高楼层(共9层)1994年建塔楼  -  东圃', '165万', '单价28366元/平米')
('https://image1.ljcdn.com/440100-inspection/6ccb5ddc-4e2a-4456-b2b7-73d182efb096.jpg.296x216.jpg', '嘉尚国际公寓 温馨精装1房1厅 采光好 过五唯一', '嘉尚国际公寓  | 1室1厅 | 50.42平米 | 西 | 精装 | 有电梯', '中楼层(共32层)2009年建塔楼  -  天河北', '415万', '单价82309元/平米')
('https://image1.ljcdn.com/440100-inspection/b2b9e833-8fe1-4658-b5c1-d5e8ea12457e.jpg.296x216.jpg', '天诚广场世纪华都 东南向两房，视野光线好', '天诚广场世纪华都  | 2室2厅 | 70.19平米 | 东南 | 简装 | 有电梯', '低楼层(共30层)塔楼  -  天润路', '445万', '单价63400元/平米')
('https://image1.ljcdn.com/440100-inspection/65a35f52-6164-4aa0-a6e4-1843fccadc5a.jpg.296x216.jpg', '翠拥华庭 双地铁 小区管理好', '翠拥华庭锋尚  | 2室2厅 | 76.49平米 | 东南 | 精装 | 有电梯', '低楼层(共21层)2008年建塔楼  -  车陂', '375万', '单价49027元/平米')
('https://image1.ljcdn.com/440100-inspection/35698284-7865-4c0f-8c58-397b9d7686c2.jpg.296x216.jpg', '棠德花园 电梯精装南向两房 视野开阔', '棠德花园  | 2室2厅 | 64平米 | 南 | 精装 | 有电梯', '高楼层(共29层)1997年建塔楼  -  棠下', '249万', '单价38907元/平米')
('https://image1.ljcdn.com/440100-inspection/b7818ed9-c402-48a5-abb9-631c9abb42c9.jpg.296x216.jpg', '嘉怡苑 2室2厅 1080万', '嘉怡苑  | 2室2厅 | 150.47平米 | 西南 | 其他 | 有电梯', '高楼层(共27层)1998年建塔楼  -  天河北', '1080万', '单价71776元/平米')
('https://image1.ljcdn.com/440100-inspection/a5f5f364-8631-4175-9dd3-4c899af43513.jpg.296x216.jpg', '龙岗路 实用三房 近沙河服装市场', '龙岗路  | 3室1厅 | 81.72平米 | 南 北 | 简装 | 无电梯', '高楼层(共8层)1999年建塔楼  -  沙河', '175万', '单价21415元/平米')
('https://image1.ljcdn.com/440100-inspection/15a63b92-3226-4aef-aa06-fed10cc03ddd.jpg.296x216.jpg', '赛拉维天一庄  东南向望花园  户型方正', '赛拉维  | 3室2厅 | 111.39平米 | 东南 | 精装 | 有电梯', '30层2006年建塔楼  -  员村', '700万', '单价62843元/平米')
('https://image1.ljcdn.com/440100-inspection/1d2e9558-261a-470d-90b0-beff9e200aad.jpg.296x216.jpg', '侨源山庄 南向两房 视野开阔', '侨源山庄  | 2室2厅 | 65平米 | 南 | 精装 | 无电梯', '中楼层(共9层)1998年建塔楼  -  粤垦', '258万', '单价39693元/平米')
('https://image1.ljcdn.com/440100-inspection/59f1aceb-fb19-4768-b469-fc4ab4b5ecff.jpg.296x216.jpg', '标准高层三房 采光通风好 安静不吵 适合住家', '赛拉维  | 3室1厅 | 111.88平米 | 西北 | 简装 | 有电梯', '高楼层(共30层)2006年建塔楼  -  员村', '610万', '单价54523元/平米')
('https://image1.ljcdn.com/440100-inspection/49b0b2a4-051d-4b3f-88e5-fcdce0e9fcae.jpg.296x216.jpg', '远东大厦,三房,买下即可入住.', '远东大厦  | 3室2厅 | 90.54平米 | 北 | 精装 | 有电梯', '低楼层(共27层)2003年建塔楼  -  天河北', '590万', '单价65165元/平米')
('https://image1.ljcdn.com/440100-inspection/f3cdc8dd-1c20-488b-b722-38ebc4195af2.jpg.296x216.jpg', '鸿运花园 南向两房 装修保养好', '天河鸿运花园  | 2室2厅 | 78平米 | 南 | 简装 | 无电梯', '高楼层(共9层)1999年建塔楼  -  天河公园', '320万', '单价41026元/平米')
('https://image1.ljcdn.com/440100-inspection/905c0303-e9c8-4ef9-9288-f85bfab9dcc1.jpg.296x216.jpg', '瑞华大厦 物业管理好 交通方便 格局方正', '瑞华大厦  | 2室1厅 | 60.67平米 | 东 | 简装 | 有电梯', '低楼层(共30层)1998年建塔楼  -  天润路', '350万', '单价57690元/平米')
('https://image1.ljcdn.com/440100-inspection/658cf3e9-c493-4a78-a727-16bcfe67cd3a.jpg.296x216.jpg', '信华经理人家园 可改四房 方正实用 业主出国诚心出售', '华景新城信华花园  | 3室2厅 | 113.31平米 | 东北 | 其他 | 有电梯', '高楼层(共31层)2012年建塔楼  -  华景新城', '745万', '单价65749元/平米')
('https://image1.ljcdn.com/440100-inspection/ecf8f05f-3d8f-45b2-9216-a3101fe4b80b.jpg.296x216.jpg', '龙口东路 电梯两房 精装修东南向', '龙口东路  | 2室2厅 | 77平米 | 东南 | 精装 | 无电梯', '低楼层(共9层)1999年建塔楼  -  龙口东', '520万', '单价67533元/平米')
('https://image1.ljcdn.com/440100-inspection/cb2a4361-26b2-4bf4-8d04-962d39f1b760.jpg.296x216.jpg', '金田花苑 3房2厅 580万元', '金田花苑  | 3室2厅 | 126.63平米 | 北 | 简装 | 有电梯', '高楼层(共10层)1997年建塔楼  -  天润路', '580万', '单价45803元/平米')
('https://image1.ljcdn.com/440100-inspection/3312523f-e4ac-4a10-8a17-c29e4d12223d.jpg.296x216.jpg', '富力天朗明居 南向精装三房 高层采光好', '富力天朗明居N区  | 3室2厅 | 87平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2002年建塔楼  -  棠下', '460万', '单价52874元/平米')
('https://image1.ljcdn.com/440100-inspection/cedfe16f-6342-4cee-9ad1-4c72842b01cb.jpg.296x216.jpg', '东方之珠 两房两厅 装修保养好', '东方之珠花园  | 2室2厅 | 91平米 | 西北 | 简装 | 有电梯', '高楼层(共28层)2004年建塔楼  -  天润路', '485万', '单价53297元/平米')
('https://image1.ljcdn.com/440100-inspection/d114d235-755f-4bc8-bbcf-dcd6cd34a4eb.jpg.296x216.jpg', '鸿翔大厦 2房1厅 390万元', '鸿翔大厦  | 2室1厅 | 56.54平米 | 东北 | 简装 | 有电梯', '中楼层(共29层)2002年建塔楼  -  天润路', '390万', '单价68978元/平米')
('https://image1.ljcdn.com/440100-inspection/7c9853af-51c8-4978-9751-001889220778.jpg.296x216.jpg', '骏景花园 3室2厅 620万', '骏景花园  | 3室2厅 | 130.02平米 | 北 | 其他 | 有电梯', '低楼层(共13层)2000年建塔楼  -  棠下', '620万', '单价47685元/平米')
('https://image1.ljcdn.com/440100-inspection/42f2826a-32c1-48c5-bb36-f9db6efc1f13.jpg.296x216.jpg', '翰景轩精装修 居家自住实用电梯两房', '翰景轩  | 2室2厅 | 75平米 | 西北 | 简装', '中楼层(共16层)2005年建塔楼  -  五山', '392万', '单价52267元/平米')
('https://image1.ljcdn.com/440100-inspection/444b77b1-f580-4707-b9cf-5ec40ad6bbe1.jpg.296x216.jpg', '橡树园 电梯一房 西南向望小区', '橡树园  | 1室1厅 | 55平米 | 西南 | 简装 | 有电梯', '中楼层(共17层)2004年建塔楼  -  沙太南', '220万', '单价40000元/平米')
('https://image1.ljcdn.com/440100-inspection/dc065fb3-b7db-4424-b105-89a6fe054191.jpg.296x216.jpg', '侨怡苑 三房两卫 南北通透 厅出阳台 中间楼层', '侨怡苑  | 3室2厅 | 92.19平米 | 南 北 | 简装 | 无电梯', '中楼层(共9层)1991年建塔楼  -  体育中心', '660万', '单价71592元/平米')
('https://image1.ljcdn.com/440100-inspection/48eda355-a2ac-40d9-98d0-9a1bc20c2d0a.jpg.296x216.jpg', '朱美拉 高层大三房 景观漂亮 南北通透', '朱美拉公寓  | 3室2厅 | 152.12平米 | 南 北 | 其他 | 有电梯', '中楼层(共45层)2009年建塔楼  -  珠江新城中', '1350万', '单价88746元/平米')
('https://image1.ljcdn.com/440100-inspection/feb990b8-6e49-4694-bc41-907b82be0341.jpg.296x216.jpg', '天河山庄 实用三方', '天河山庄富华街  | 3室2厅 | 84.37平米 | 北 | 其他 | 无电梯', '高楼层(共7层)1996年建塔楼  -  沙河', '250万', '单价29632元/平米')
('https://image1.ljcdn.com/440100-inspection/2a0a090f-ac4b-45d1-b997-ec671c557ec9.jpg.296x216.jpg', '天员大厦 3室1厅 346万', '天员大厦  | 3室1厅 | 91.07平米 | 西北 | 简装 | 无电梯', '高楼层(共7层)1995年建塔楼  -  员村', '346万', '单价37993元/平米')
('https://image1.ljcdn.com/440100-inspection/f4662d0f-9f53-45de-baed-35905ac8d432.jpg.296x216.jpg', '嘉宝华庭 3室2厅 760万', '嘉宝华庭  | 3室2厅 | 111.63平米 | 西南 | 精装 | 有电梯', '中楼层(共29层)2008年建塔楼  -  龙口西', '760万', '单价68083元/平米')
('https://image1.ljcdn.com/440100-inspection/25587eba-a24d-41fc-a9a5-959e103a81ca.jpg.296x216.jpg', '金海花园 3室2厅 620万', '金海花园  | 3室2厅 | 104.85平米 | 北 | 其他 | 有电梯', '中楼层(共30层)2002年建塔楼  -  龙口西', '620万', '单价59133元/平米')
('https://image1.ljcdn.com/440100-inspection/fc1a2621-c0c8-495f-9ca4-e311d9f15f4e.jpg.296x216.jpg', '南兴花园 方正户型', '南兴花园  | 2室1厅 | 77平米 | 东 北 | 简装 | 有电梯', '中楼层(共18层)2004年建塔楼  -  沙太北', '295万', '单价38312元/平米')
('https://image1.ljcdn.com/440100-inspection/deb85bb7-b2de-4a2a-866a-22ef7fc0f2b8.jpg.296x216.jpg', '华景新城           安静五期', '华景新城怡华台  | 3室1厅 | 90.78平米 | 南 | 精装 | 有电梯', '中楼层(共17层)1999年建塔楼  -  华景新城', '600万', '单价66094元/平米')
('https://image1.ljcdn.com/440100-inspection/7c8ba6fc-fe13-44db-8954-6d06245b206b.jpg.296x216.jpg', '正南向 带省一级教育房独立阳台 独立厨房', '双城国际公寓  | 1室0厅 | 37.52平米 | 南 | 精装 | 有电梯', '中楼层(共29层)1998年建塔楼  -  珠江新城西', '305万', '单价81290元/平米')
